iter	Logloss
554	0.1692488015
555	0.169018181
556	0.168816573
557	0.1684943219
558	0.1681365188
559	0.1679528035
560	0.1678163827
561	0.1676054066
562	0.1673872292
563	0.1672342261
564	0.1670234317
565	0.166756883
566	0.1664844954
567	0.1663329974
568	0.16618124
569	0.1660496459
570	0.1658972526
571	0.1657305996
572	0.1653936866
573	0.1652513102
574	0.1649872008
575	0.1647647806
576	0.1645482122
577	0.1644513656
578	0.1642377295
579	0.1639947697
580	0.1637658748
581	0.1634615814
582	0.1632279896
583	0.1630585599
584	0.1629952152
585	0.1627700961
586	0.1626212191
587	0.1623687744
588	0.1621481967
589	0.1620307455
590	0.1619633136
591	0.1618355732
592	0.1615267643
593	0.1613524171
594	0.1612303338
595	0.1610543777
596	0.1608901121
597	0.1607790577
598	0.1605657071
599	0.1604771776
600	0.1601886879
601	0.1599993284
602	0.1597746765
603	0.1595625845
604	0.1593379455
605	0.15923164
606	0.1589770804
607	0.1587423727
608	0.1585858922
609	0.158494067
610	0.1582665735
611	0.1579766955
612	0.1577569092
613	0.1575988199
614	0.1573983536
615	0.1571130558
616	0.1567737164
617	0.156604144
618	0.1563759629
619	0.156147613
620	0.1560002671
621	0.1558108427
622	0.1556958828
623	0.1555070553
624	0.1554156712
625	0.1552611889
626	0.1552076924
627	0.154904372
628	0.1547380175
629	0.1546094985
630	0.1544285729
631	0.1541515013
632	0.1539305084
633	0.1538325978
634	0.1536361539
635	0.1533941282
636	0.1531217666
637	0.153045784
638	0.1529621462
639	0.1528041866
640	0.1526846853
641	0.1524211598
642	0.1522209012
643	0.1521937831
644	0.1519656538
645	0.1518045283
646	0.1514313626
647	0.1512459735
648	0.1510681879
649	0.1508820592
650	0.1507476236
651	0.1506385803
652	0.1503573307
653	0.1502582394
654	0.1499845414
655	0.1497273867
656	0.1493728793
657	0.1490569601
658	0.1488678472
659	0.1487802518
660	0.1485997155
661	0.1484458301
662	0.14820191
663	0.1480456761
664	0.1479791654
665	0.1477447172
666	0.1475405012
667	0.1473397754
668	0.1471591612
669	0.1470085455
670	0.1469428134
671	0.1468122962
672	0.1466715287
673	0.1466009698
674	0.1462762275
675	0.1461772919
676	0.1460524708
677	0.1458748928
678	0.1457267683
679	0.1455122889
680	0.1453030774
681	0.145048907
682	0.1448867694
683	0.1447585878
684	0.1445756121
685	0.1443650641
686	0.1442451347
687	0.1440435656
688	0.1438415683
689	0.1437196537
690	0.1434747086
691	0.1433301394
692	0.1432089254
693	0.1430188912
694	0.1428360063
695	0.1425712741
696	0.1423562238
697	0.1421177403
698	0.1420759863
699	0.1419735214
700	0.1418423555
701	0.1417006798
702	0.141405923
703	0.1411838012
704	0.1410208462
705	0.1407449164
706	0.1405025015
707	0.1403049028
708	0.1401991422
709	0.1401440886
710	0.140050382
711	0.1398246532
712	0.139607968
713	0.1394661884
714	0.1392434568
715	0.1390193758
716	0.1388542539
717	0.1388006405
718	0.138656707
719	0.1383424227
720	0.1381313039
721	0.1380096487
722	0.1379892258
723	0.1379424374
724	0.1378862809
725	0.1376199009
726	0.1372861797
727	0.1370431031
728	0.1370145318
729	0.1368183733
730	0.1366821471
731	0.1365100835
732	0.1364650078
733	0.1363497624
734	0.1361758174
735	0.1359459494
736	0.1358283685
737	0.1356403325
738	0.1355182881
739	0.1354119178
740	0.1352355853
741	0.1349665324
742	0.1347802869
743	0.1345459296
744	0.1342992458
745	0.134081315
746	0.1338983263
747	0.1337899837
748	0.133714118
749	0.133423643
750	0.1332536295
751	0.1332003535
752	0.1329639461
753	0.1328244371
754	0.1327438614
755	0.1325547355
756	0.1323796097
757	0.1322014867
758	0.1320671289
759	0.1320078973
760	0.131838273
761	0.1318063412
762	0.1316104162
763	0.1314358484
764	0.1312487985
765	0.131055248
766	0.1310200075
767	0.1309347866
768	0.1307565079
769	0.1305157279
770	0.1303904267
771	0.1301695246
772	0.1299600277
773	0.1297439783
774	0.1296931027
775	0.1295954127
776	0.1294206892
777	0.1293979048
778	0.1292650651
779	0.1290778854
780	0.1290517275
781	0.1288313444
782	0.1287580737
783	0.128639831
784	0.1284198501
785	0.1283277395
786	0.1282006089
787	0.1281100422
788	0.1278581944
789	0.1276804606
790	0.1276041148
791	0.127528755
792	0.1273405374
793	0.1270954495
794	0.1268263836
795	0.1266410724
796	0.1265260606
797	0.1262240767
798	0.126103745
799	0.1260373382
800	0.1258775101
801	0.1257432042
802	0.1257241178
803	0.125690019
804	0.1254856084
805	0.1253410781
806	0.1253183066
807	0.1252043199
808	0.1250165823
809	0.1247968868
810	0.124665695
811	0.124582122
812	0.1243971092
813	0.1243126279
814	0.124073859
815	0.1240553434
816	0.1239117992
817	0.1237148103
818	0.1236110609
819	0.1234060404
820	0.1233067545
821	0.1231093374
822	0.1229097016
823	0.1227218732
824	0.1225446844
825	0.1224156075
826	0.1222457107
827	0.1221622675
828	0.1221382245
829	0.121961944
830	0.1217310899
831	0.1215875976
832	0.1213987441
833	0.1212387863
834	0.1211735732
835	0.1209962157
836	0.1208182873
837	0.1206197414
838	0.1204081814
839	0.1201709306
840	0.1200495091
841	0.1198165011
842	0.1196041496
843	0.1194833639
844	0.1193238602
845	0.1192991036
846	0.1191227971
847	0.1191158943
848	0.1190957439
849	0.1189627226
850	0.118867965
851	0.1187155068
852	0.1186522659
853	0.1184622576
854	0.1182428996
855	0.1180313526
856	0.1180045718
857	0.1177980721
858	0.1177756121
859	0.1175612365
860	0.1173864092
861	0.1173173035
862	0.1171546209
863	0.1169620955
864	0.1168045771
865	0.1167465002
866	0.1166099496
867	0.1164971176
868	0.1163013225
869	0.1160821201
870	0.1159007533
871	0.1157117571
872	0.1155703668
873	0.1153954746
874	0.1151697327
875	0.1150526579
876	0.1148092309
877	0.1147432781
878	0.1146002529
879	0.1143415542
880	0.1142293709
881	0.1141448767
882	0.1139571002
883	0.1137911998
884	0.1137356012
885	0.113448409
886	0.11329538
887	0.113161619
888	0.1129734273
889	0.1128026742
890	0.1127856767
891	0.1126155724
892	0.1124415235
893	0.1122436004
894	0.1121204921
895	0.1121131352
896	0.1120449767
897	0.1119798284
898	0.111840047
899	0.1117464053
900	0.1115535165
901	0.1113780015
902	0.1113576694
903	0.1112321218
904	0.1110562305
905	0.1109003859
906	0.1107351083
907	0.1105558434
908	0.1103957559
909	0.1102435183
910	0.1100635788
911	0.109881719
912	0.1098212417
913	0.1096505924
914	0.1094342446
915	0.1092469222
916	0.10908507
917	0.1089253069
918	0.108771389
919	0.1087539115
920	0.1085627679
921	0.1084108158
922	0.1082358328
923	0.1081610959
924	0.1081469724
925	0.1081326089
926	0.1080593252
927	0.1079243122
928	0.1077241833
929	0.1075391445
930	0.1074623899
931	0.1073029058
932	0.1071532827
933	0.1069577859
934	0.1068725197
935	0.1067627887
936	0.1065768417
937	0.1063979791
938	0.1062962539
939	0.1061243135
940	0.1060429333
941	0.1058998367
942	0.1057324831
943	0.1056219737
944	0.1054574227
945	0.1053665447
946	0.1052790856
947	0.1051105642
948	0.1049099812
949	0.1046851281
950	0.1045625388
951	0.1044255081
952	0.1042402358
953	0.1040636958
954	0.1039931953
955	0.1038176024
956	0.1037760624
957	0.1036440012
958	0.1034704325
959	0.1033263434
960	0.1031581009
961	0.1030035927
962	0.1029799909
963	0.1028245874
964	0.1027348123
965	0.1025437206
966	0.1023980355
967	0.102258053
968	0.1020499314
969	0.1018653403
970	0.1017235801
971	0.1016697462
972	0.1015457101
973	0.1014156147
974	0.1013743861
975	0.1012165173
976	0.1010331134
977	0.1009274178
978	0.1009165122
979	0.1007551595
980	0.10056061
981	0.1004527475
982	0.1002631155
983	0.1001324232
984	0.1000372958
985	0.09988212585
986	0.09967655389
987	0.09954471977
988	0.09946144519
989	0.09931485183
990	0.099306924
991	0.09916040849
992	0.09903310918
993	0.09886073417
994	0.09868265009
995	0.09857849848
996	0.09845642816
997	0.09829964281
998	0.098143876
999	0.0981236607
